"";"ID";"Gender";"Age";"Education_lev";"fluidIQ";"Emotional.Stability..N.";"Carefreeness..N1.";"Equanimity..N2.";"Positive.mood..N3.";"Self.consciousness..N4.";"Self.control..N5.";"Emot..robustness..N6.";"Extraversion..E.";"Friendliness..E1.";"Sociableness..E2.";"Assertiveness..E3.";"Dynamism..E4.";"Adventurousness...E5.";"Cheerfulness..E6.";"Openness..O.";"Openn..to.imagin...O1.";"Openn..to.aesth...O2.";"Openn..to.feel...O3.";"Openn..to.actions..O4.";"Openn..to.ideas..O5.";"Openn..to.val..norm...O6.";"Conscientiousness..C.";"Competence..C1.";"Love.of.order..C2.";"Sense.of.duty..C3.";"Ambition..C4.";"Discipline..C5.";"Caution..C6.";"Agreeableness..A.";"Willingness.to.trust..A1.";"Genuineness..A2.";"Helpfulness..A3.";"Obligingness..A4.";"Modesty..A5.";"Good.naturedness..A6.";"freq_calls";"freq_Tools";"freq_Finance";"freq_Games";"freq_Entertainment";"freq_Productivity";"freq_Personalization";"freq_News...Magazines";"freq_Unknown";"freq_Photography";"freq_Shopping";"freq_Communication";"freq_Books...Reference";"freq_Travel...Local";"freq_Music...Audio";"freq_Medical";"freq_Education";"freq_Business";"freq_Lifestyle";"freq_Transportation";"freq_Weather";"freq_Sports";"freq_Browser";"freq_Health...Fitness";"freq_Media...Video";"freq_Social";"freq_Comics";"mydatatest.avg_duration_calls";"dur_Tools";"dur_Finance";"dur_Games";"dur_Entertainment";"dur_Productivity";"dur_Personalization";"dur_News...Magazines";"dur_Unknown";"dur_Photography";"dur_Shopping";"dur_Communication";"dur_Books...Reference";"dur_Travel...Local";"dur_Music...Audio";"dur_Medical";"dur_Education";"dur_Business";"dur_Lifestyle";"dur_Transportation";"dur_Weather";"dur_Sports";"dur_Browser";"dur_Health...Fitness";"dur_Media...Video";"dur_Social";"dur_Comics"
"36";32944;2;24;4;0,9327;-0,2227;0,268;0,492;1,079;0,776;-1,045;0,071;-0,4987;1,11;-0,251;0,473;0,219;-0,59;1,172;-0,2261;1,058;1,336;2,68;0,657;0,727;0,753;-0,2825;0,997;1,16;0,954;2,221;0,283;1,452;-0,3466;0,653;1,121;0,753;0,779;0,093;1,67;204;161;0;100;41;147;0;35;26;158;18;2683;44;41;89;0;0;17;16;74;1;1;335;0;18;658;0;1347,67647058824;18,6820550452735;0;284,37410972703;132,417216641135;24,5070913989992;0;32,4;11,6030761392013;19,8212316852217;55,7320718556765;35,0715328706362;36,9864336356258;54,2727272727273;18,2060426901441;0;0;8,97003515289901;0;55,7863110909738;2;23;57,3881732926981;0;19,2933821925163;64,4740899168781;0
"37";33992;2;26;4;0,6427;0,9286;1,482;1,524;2,342;2,072;1,799;1,739;1,3308;4,217;1,826;2,631;3,682;0,554;6,088;1,9292;4,128;4,61;6,041;3,204;4,313;3,076;1,4893;3,304;1,963;5,504;4,04;3,936;4,54;0,7418;1,615;1,394;3,112;2,517;0,734;4,025;139;393;0;0;175;118;0;12;53;85;0;2348;16;34;21;0;0;21;5;100;1;0;1453;0;15;10;0;7,05035971223022;11,6340805593606;0;0;268,446922233315;25,8977432466109;0;0;2,66240324230017;21,1223536064544;0;34,4812697403616;11,2300205519077;53,2987667798445;4,13540651522267;0;0;38,7600639988607;72,8;50,1446779572561;2;0;87,0181876156982;0;60,4319620755903;78;0
"38";34196;1;21;4;0,9459;-0,1549;0,024;0,075;1,079;1,199;-1,045;1,02;-0,104;0,85;3,387;-0,489;-0,359;0,107;2,527;-0,5634;2,09;-0,632;-1,472;1,707;0,464;-0,582;-1,6259;-0,236;-2,517;-0,004;-1,159;-0,913;-1,33;-0,9828;0,422;0,154;-0,305;0,041;-0,312;0,389;362;2836;0;507;46;64;8;4;20;34;0;2089;11;89;63;0;1;5;0;0;0;0;564;3;4;229;0;184,174033149171;2,28725544643276;0;84,2261174921137;73,6602154046709;14,3794908150605;8,31335712714195;0;3,7177826864091;6,26001103361145;0;30,0264742514247;16,9400705863199;38,8962153248343;19,1130906796511;0;0;157,5;0;0;0;0;48,7989984243939;0;0;41,0630161353316;0
"39";34745;1;22;4;0,8775;0,171;0,51;0,696;1,323;-0,103;0,944;1,739;-0,3575;0,082;-0,499;0,473;1,469;0,332;1,511;-0,2452;0,114;-0,965;0,001;1,707;3,235;0,197;0,5983;1,583;2,559;2,749;2,864;2,447;3,071;-0,2853;-0,032;1,121;1,351;1,046;0,302;1,223;22;286;45;153;71;111;0;56;18;33;10;636;19;42;141;0;0;8;0;69;17;30;70;14;9;56;0;47,7272727272727;23,9532195251058;53,110098667668;318,970446546212;67,5933368930364;32,191671752951;0;44,2751156088366;2;19,2123277553575;0;38,6771632372102;19,5555555555556;46,8926785430015;12,5998391257826;0;0;51;0;50,3088651711863;15,5384615384615;77,8401908292848;104,430437111791;17,5571593031693;2;64,0719920332481;0
"40";35018;2;19;4;1,3901;-0,0757;0,51;-0,139;2,073;0,988;0,11;-0,43;0,3188;2,178;2,692;1,767;2,078;-0,354;1,511;0,1267;1,058;-0,475;2,68;1,443;4,313;-0,186;0,0583;1,285;0,905;1,22;3,586;2,132;0,834;-0,1704;1,615;0,862;1,351;1,606;-1,082;2,094;378;127;0;16;3;11;0;4;10;56;0;1267;0;19;52;48;0;4;0;18;0;0;45;0;2;32;0;47,0026455026455;27,7148691779841;0;92,3522407659036;92,5604900330987;33,6363636363636;0;0;3,35468002548644;36,8992495014465;0;28,4768851190536;0;107,968354757729;14,2455180880049;10,2945552309157;0;119,75;0;66,5438172981996;0;0;61,3553556642822;0;0;55,1215642510758;0
"41";36099;2;23;4;2,4034;-0,2251;-0,974;0,696;0,585;0,988;1,15;-0,177;-0,302;1,37;1,018;0,722;0,523;-0,832;1,172;-0,4408;0,114;-0,321;2,001;0,917;0,727;1,132;-0,152;0,462;0,905;1,495;2,539;1,496;1,139;-0,189;0,422;0,862;1,351;1,046;0,302;2,094;471;544;0;172;43;494;0;20;70;121;0;3750;2;266;16;47;0;28;2;119;2;6;612;2;7;809;0;133,68152866242;16,4544141682221;0;283,292377329431;73,085332885752;22,4064694037949;0;0;3,63087944487786;43,7759704159093;0;18,2010245058981;0;55,00074316539;35;2;0;77,0877930192368;0;62,4229977948285;3,5;127,099888628841;64,1877198900501;0;152;51,562396766916;0
"42";36144;1;33;4;-0,0822;-0,2662;0,024;0,492;0,585;1,199;-0,334;-0,43;-0,3316;0,85;1,283;0,473;1,777;-0,832;-0,051;-0,42;0,576;0,949;1,28;0,657;-0,018;1,332;-1,0358;-0,651;-0,958;0,7;-0,443;0,283;0,544;-0,4142;1,366;0,379;1,047;0,523;0,516;1,223;1300;488;11;31;363;435;0;216;122;59;164;5533;9;341;14;4;2;16;222;244;26;0;582;46;54;2142;0;122,806153846154;22,5462910817404;12;44;103,618107465664;33,2556270978277;0;10,2119449078148;9,24288606160923;19,0154486195569;39,2952827466475;19,3479124031668;92;52,2992440609991;70;21,5;6;26,3154664954557;32,5052988674664;55,7614569210027;13,759555885303;0;53,6954676644143;32,9100596079165;39,790677841715;41,7051753502186;0
"43";36482;2;22;4;-0,3989;0,2485;0,752;-0,357;1,568;1,842;0,944;1,255;1,5174;3,603;4,447;2,96;4,129;2,151;4,158;1,4962;2,09;2,406;6,041;2,248;3,692;4,863;1,0316;4,435;0,656;3,62;4,04;3,108;3,071;0,8568;0,422;1,99;4,084;1,898;1,923;3,23;568;2077;0;0;178;336;0;126;1603;1316;100;8357;4;100;190;0;1;14;2;169;0;0;2448;6;45;1071;0;78,375;1,73494354036026;0;0;31,546943153241;14,2447763571361;0;74,4348404838419;2,05113815239363;10,5609527703346;63,0169401085799;17,6558107282087;46,6701988195658;36,0356052449822;10,9078278954917;0;1;24,2092537317859;14,5;34,4868192588984;0;0;69,1107621496315;3,48501670567382;10,379449275763;61,9742089912258;0
"44";36803;2;23;4;0,203;1,0689;1,991;1,981;2,949;1,842;1,799;1,255;0,4459;2,472;1,283;0,228;1,777;1,666;3,663;2,1176;5,329;1,136;6,041;3,637;4,313;4,863;-0,0591;1,583;0,656;1,782;1,579;1,496;1,768;1,4299;3,137;2,321;3,558;2,517;3,304;5,167;147;620;0;65;187;60;0;26;294;56;0;1521;82;25;45;0;0;25;0;4;0;0;251;84;2;126;0;0;3,93456899557234;0;137,296569170616;221,915231844322;19,2211762164953;0;77,3602124769406;2,44522523704249;21,4734629405494;0;30,6379348457258;23,7115472255786;52,637632298;7,18649339627629;0;0;29,0591429536121;0;82,25;0;0;85,9100225768389;22,7550521292677;109,5;279,483673554125;0
"45";37106;2;24;5;-0,0598;-0,2838;-0,222;0,492;0,072;-0,103;0,944;0,551;-0,4538;1,37;1,553;-0,252;0,219;-1,882;1,172;-0,6372;-0,108;-0,632;1,28;0,917;1,003;0,197;-0,2391;0,216;0,905;3,144;1,255;1,175;0,544;-0,3979;0,194;1,121;1,047;0,779;-0,112;1,223;62;191;0;60;12;210;0;15;21;156;0;1113;17;58;89;0;23;32;0;48;5;0;192;0;20;10;0;0;18,3514211731516;0;149,98718819593;0;18,3997935052221;0;3;3,27128150606022;45,8301114773471;0;65,0545347274815;58,7336502211879;70,6360752205496;15,6172955107368;0;647,215582393405;49,805238046606;0;49,8100104862404;21;0;123,381132794339;0;138;0;0
"46";37209;2;21;4;0,9461;-0,225;0,024;-0,58;1,323;0,988;0,739;-0,177;-0,072;2,178;1,283;-1,73;1,469;-1,882;3,663;-0,1581;1,058;0,773;6,041;0,917;0,727;0,197;0,1859;0,722;-0,055;2,401;2,864;2,769;2,084;-0,1468;0,886;1,683;0,753;0,779;0,093;2,487;401;237;0;210;10;54;0;16;25;131;12;1993;69;73;12;0;22;40;34;91;17;0;343;0;15;608;0;157,72319201995;9,02767963189937;0;333,560878939218;11;12,7342438201884;0;0;4,76224885869471;38,0917887296879;31,6380592115079;29,4763305198925;48,0193787782081;78,0098533695459;0;0;12,5;33,7284488801868;33,2534291328662;54,9210627420791;23,7375134770051;0;67,4075580466785;0;50,8501640325143;79,1839705891257;0
"47";37480;2;21;4;0,7341;-0,5264;-1,23;0,285;0,072;-0,815;1,15;0,551;-0,1507;0,591;-0,003;0,473;1,154;1,666;1,85;0,1579;1,558;2,075;1,644;1,707;1,885;0,568;-0,3749;0,216;0,176;0,954;1,579;2,447;0,272;-0,9033;-0,929;0,379;-0,059;0,041;-0,508;1,223;101;17;0;81;8;193;0;3;11;2;0;481;0;42;0;0;0;47;0;0;0;0;121;0;0;234;0;20,980198019802;30,0160977384012;0;123,833865852049;240;30,606042023432;0;33;9,90660632324662;58,5;0;48,5830334203688;0;60,5037425906753;0;0;0;34,3111111111111;0;0;0;0;97,4199201100823;0;0;164,236382380169;0
"48";37702;1;20;4;-0,2055;-0,1349;0,268;0,075;1,079;0,123;0,739;0,551;-0,1619;1,37;2,104;-0,489;0,523;-0,121;1,85;-0,331;1,058;-0,795;3,017;1,443;1,003;0,197;0,1672;1,285;1,16;1,782;2,221;2,132;2,401;0,1046;0,653;1,121;1,997;0,523;1,419;2,861;135;277;0;0;0;367;0;2;144;152;0;1379;0;9;612;0;42;0;0;0;0;0;1033;0;4;0;0;22,3259259259259;9,45341244855836;0;0;0;12,0529569701541;0;0;2,8872180687922;34,9196877681895;0;32,6134650246046;0;60,8;11,1038844678831;0;51,1293996145906;0;0;0;0;0;84,7066002039818;0;2;0;0
"49";37705;2;20;4;-0,5943;-1,2234;-2,583;-1,764;-0,455;1,842;-0,334;-1,755;0,7861;1,633;3,018;1,235;2,982;3,487;2,527;0,9005;5,329;0,288;6,041;2,248;2,513;0,568;-0,9141;-1,872;-0,958;0,7;1,579;0,563;0,544;-0,0249;-0,481;1,121;1,667;1,322;0,734;2,487;85;164;0;1381;47;47;0;8;71;16;0;1465;5;15;8;0;0;61;0;0;0;48;541;0;13;20;0;29,4588235294118;30,9811093469933;0;483,546081769296;59,3956469625911;41,8865741046647;0;0;5,39183982906048;8,83232082592878;0;56,3289395304058;6;42,1198663546094;0;0;0;78,4285803589984;0;0;0;856,174395066658;252,813081751711;0;19,3829027441784;150,486954980952;0
"50";38334;2;20;4;0,5569;0,8088;2,551;2,236;2,63;-0,572;1,36;1,255;-0,7047;-0,164;-2,687;-0,728;0,837;1,902;1,172;0,3769;1,818;2,824;-1,711;1,443;2,513;2,027;0,1311;0,722;0,656;2,749;2,864;1,816;1,768;0,4948;1,366;1,99;2,712;1,322;2,867;1,67;138;112;4;168;10;95;0;6;9;83;0;760;10;16;29;0;0;0;0;43;2;0;118;0;4;170;0;56,463768115942;26,9489930170433;75;80,0165811034248;55,9902077414751;22,4895492435862;0;0;5,22265766279102;20,7084792281763;0;41,8024670694942;15,6666666666667;73,4401195869598;32,7500937918311;0;0;0;0;43,4310861741371;27;0;119,448770754057;0;0;102,992078088395;0
"51";38841;1;20;4;0,6562;-0,8097;-1,488;-1,038;0,585;-0,103;0,739;-0,688;-0,189;0,591;1,283;-0,969;0,837;0,107;2,877;-0,0281;2,09;1,136;3,368;0,657;1,003;0,753;-0,4256;-0,447;1,687;1,22;1,255;0,283;1,768;0,3804;1,123;1,394;2,343;1,606;0,956;3,23;67;209;0;0;30;1363;0;75;80;967;0;1488;60;59;310;0;0;35;88;124;0;0;604;0;2;66;0;0;13,4496770923919;0;0;125,35035609036;30,4637236158689;0;116,711862282479;5,31741107514255;4,12505276940786;0;37,4198772777181;35,7884225478864;71,0042236855713;10,7261177003235;0;0;28,5520950826641;85,1808674780661;54,6640359739011;0;0;70,1836770162795;0;0;111,228621928847;0
"52";39133;1;36;3;-0,2902;0,6756;1,991;1,311;2,63;1,199;0,11;1,255;-0,6814;0,85;-1,002;-0,728;-0,636;0,107;1,85;-0,2255;2,09;-0,795;-0,999;1,18;1,584;0,94;-0,7212;0,462;-0,508;1,22;-0,193;1,175;0,272;1,5504;2,767;3,094;4,775;2,859;3,913;2,861;169;236;0;1055;34;121;6;6;15;23;8;378;2;33;101;0;0;22;0;7;0;0;234;0;2;671;0;119,686390532544;13,6563241663629;0;184,171345077502;115,424904136017;23,1250707740077;40,2201375866413;0;3,62125918336524;21,3906123902995;43,9101002340429;24,730223985937;0;42,5100794552862;8,10557602584007;0;0;16,972033610488;0;70,33331935232;0;0;91,6206954026913;0;0;68,838309054214;0
"53";39750;1;18;4;1,4896;-0,9453;-1,749;0,075;-0,19;-2,421;-0,565;1,255;-1,5658;-1,279;-3,407;-1,215;-0,636;-1,882;-0,051;-1,1547;-0,748;-1,549;-0,76;-1,691;0,727;1,332;-0,376;-1,451;0,656;3,62;0,067;0,862;2,084;-0,9255;-1,156;1,121;-0,059;0,779;-0,508;-0,538;76;1725;8;635;95;1178;26;30;1292;51;39;862;153;162;223;0;356;39;0;27;0;0;755;0;123;334;1;117,947368421053;2,06649153792894;37,333345413208;8,42893101634927;9,53836433457009;13,4215539963617;2,87250301434043;51,7200242858333;3,53434708808749;19,1089163138032;54,6376367129501;8,5916259194445;31,9621745358336;29,0823916566806;21,4935822079967;0;109,773120464122;22,0234970377655;0;33,1505250991055;0;0;32,3472811496925;0;4,16908808911507;37,442935707997;397
"54";39976;2;24;5;0,7257;-0,0475;-1,488;1,746;0,331;1,41;0,323;1,02;1,0249;2,178;3,018;2,631;3,682;1,438;3,663;0,6025;0,815;-0,321;0,591;3,204;4,313;2,027;0,8519;1,583;1,687;4,269;4,659;3,108;2,084;-0,1781;-0,705;0,379;1,997;0,779;0,093;2,861;276;192;9;83;33;206;0;13;56;54;0;1349;5;20;31;0;0;0;73;60;1;0;250;2;3;284;0;44,8224637681159;13,0762470219899;43,8500597308998;423,853504079252;122,079145611495;19,8168131537414;0;55,3951188213931;5,1933587554943;34,4108797649579;0;34,793034955799;4;63,757856742124;31,6137103202807;0;0;0;146,603152998748;67,3132297779511;8;0;110,29879264634;50;2;138,358877073189;0
"55";40864;1;25;5;1,1163;0,4303;0,752;0,9;1,568;2,318;1,36;0,313;0,8545;2,178;3,018;1,235;2,982;1,215;4,158;1,6347;4,128;2,824;1,644;4,237;4,313;2,652;-0,2974;0,997;0,413;0,954;1,255;1,496;1,452;-0,1442;-0,481;1,683;1,997;-0,404;-0,112;2,861;305;347;0;47;33;52;0;130;21;173;0;2128;52;74;23;0;23;18;7;55;0;0;239;0;4;4;0;228,160655737705;27,3119550986301;0;202;207,977142765958;12,0368917637608;0;136,354258925389;2,63383108803522;18,7181085891765;0;22,3877322382374;19,1258772864684;64,3193008096175;4,39200957123295;0;7,52000773602898;176,04647919514;96,75;40,4295916183954;0;0;88,2854718845989;0;0;0;0
"56";41883;1;27;5;0,4087;-1,5321;-0,974;-2,303;-1,252;-1,063;-0,565;-1,484;-0,2597;1,37;-0,499;1,498;1,777;0,554;-0,051;0,8914;3,511;0,288;6,041;2,248;3,692;0,94;-0,2629;1,889;-0,055;1,22;1,902;0,283;1,768;-0,4688;-0,032;0,154;1,667;-0,404;-0,312;2,487;618;1397;20;22;221;853;13;230;1100;180;3;2733;38;127;279;0;7;23;45;12;2;67;1067;11;99;255;0;91,4546925566343;9,5558942305322;46,7384823146606;126,6162114393;9,76522795402617;13,9404193946554;10,4760266042411;53,063063616573;5,01985307603163;6,36862089771989;20,9500556855794;13,624292052541;36,7732951081835;63,1102740227873;12,2234381672649;0;5,48501825835008;14,96575060304;39,9114418958182;27,4340782590344;131;15,4743451791391;52,3287584392043;42,965749222435;15,9215535794372;26,5111353421544;0
"57";42719;2;26;4;0,6243;-0,127;-0,222;0,492;0,834;1,41;-1,296;1,255;0,2496;0,85;2,391;2,043;1,469;0,107;2,527;-0,5848;1,058;0,288;1,644;-0,331;0,464;0,568;0,0669;0,722;-1,427;2,082;1,255;2,769;3,915;-0,3595;-1,156;0,615;0,753;2,517;1,184;0,389;113;227;12;10;93;332;0;80;37;296;5;1848;57;132;68;2;49;21;165;128;0;0;400;40;66;12;0;19,1681415929204;29,3155646771651;63,4444444444444;897,444444444444;165,024760675863;30,0893991193833;0;106,648040083677;5,85280817652852;22,8816632564646;44,9101002340429;44,6089700642167;50,8657621796722;69,2443079375851;17,8465004164066;4;83,3698440400015;61,2389328861689;28,8175079515924;44,1187996245924;0;0;91,3301266008347;24,9870187931517;35,6456389726333;123,6;0
"58";43225;2;30;4;0,4939;-0,0109;-0,222;0,492;1,323;0,345;0,533;1,255;1,1506;3,159;2,692;1,498;3,682;1,666;4,827;0,5282;2,699;0,773;4,838;2,248;2,513;0,568;0,9729;2,207;2,898;4,269;3,206;1,816;4,54;1,122;1,615;1,99;4,775;1,606;1,419;4,513;96;303;0;447;32;232;0;30;16;154;15;1843;0;33;9;0;0;0;55;0;0;5;382;6;19;776;0;4,0625;13,8435080866409;0;356,491185098191;61,0391944476647;28,4140292124105;0;10,9550501170215;3,33153575319052;17,4600530029808;50,1818181818182;27,7781392368273;0;46,4747371963054;1;0;0;0;70,8731940097082;0;0;2;90,7898015788231;9;63,0275212241233;66,8218901754476;0
"59";43639;1;23;4;-0,3345;1,1739;2,87;2,52;2,073;1,623;0,944;2,263;0,485;1,901;0,5;2,96;2,673;2,151;1,85;0,0524;1,818;0,606;3,755;2,248;1,003;0,197;0,9404;2,541;2,251;4,269;2,221;3,108;3,915;-0,2812;-0,705;0,615;1,351;0,779;0,302;2,487;62;68;0;0;13;45;0;0;729;56;0;653;4;13;150;0;0;0;0;17;0;0;27;6;3;141;0;38,8870967741936;16,6950798114729;0;0;59,5645530967109;19,8261530203009;0;0;8,22876123963017;34,0486991158751;0;37,2874603311372;0;44,2101070110573;35,4764893133309;0;0;0;0;52,75;0;0;33,3853701172926;0;2;70,2857194937898;0
"60";44703;2;19;4;0,7233;1,3899;1,732;1,746;3,765;1,41;1,36;4,318;1,5418;3,159;4,447;2,631;4,129;2,419;4,827;0,2908;2,699;0,288;1,28;1,18;3,235;0,753;1,0466;2,901;3,288;3,144;4,659;3,485;2,084;1,015;1,875;1,99;4,775;1,606;0,093;4,513;354;278;0;29;96;128;0;0;20;141;17;2841;18;49;27;46;0;65;11;77;5;0;227;0;0;670;0;72,1016949152542;18,220908034237;0;103,417666709687;92,0951928717383;25,3986475333238;0;0;2,9968610633861;22,300232451138;111;28,2116428795572;50,2801755922653;50,7045847741873;12,6908445723633;3,45795250845963;0;10,9253023667528;110,605982193231;41,7358035351401;22,6666756145152;0;50,172999713642;0;0;65,3263597046415;0
"61";45244;1;22;4;1,4571;0,5817;1,482;1,981;2,63;-0,335;-0,565;2,263;-0,4205;0,85;-2,374;0,228;-0,359;0,995;3,663;1,1429;4,128;0,444;1,644;2,537;3,692;3,076;-0,4599;0,722;0,413;1,22;-0,193;0,283;2,726;0,4405;1,366;1,121;1,667;3,705;1,664;2,094;150;3859;8;2893;218;184;14;8;3661;180;9;2602;17;49;94;0;28;2;34;31;0;38;192;11;21;178;0;13;0;0;71,4965579935532;203,354180779273;11,5899352551805;31,546057806049;0;2,72348185014338;3,89097821078611;54,4285714285714;14,5256151531973;10,5920097868301;54,5882352941176;7,92409290693591;0;32,1813025950444;0;84,412523706405;31,5330399268206;0;17,8800276662099;43,5350503610945;6;14;26,2698192370197;0
"62";45452;1;27;5;1,7293;0,168;0,024;2,52;0,834;-1,063;2,038;0,551;-1,197;-1,279;-0,003;-2,297;-1,456;-1,337;1,511;-0,6026;1,558;-0,169;-1,235;0,15;0,464;0,753;-0,5325;-1,05;1,687;3,144;-0,923;-0,463;2,401;0,0271;-0,481;1,394;1,997;2,517;2,202;-0,264;140;408;0;29;157;272;0;0;70;58;0;1284;76;4;0;0;9;1;0;72;0;0;460;0;86;25;13;217,785714285714;19,4954851295831;0;717,164820976528;45,5807576891385;23,2165832067528;0;0;5,29364739999178;20,0971040741491;0;23,8685424074127;64,1422469739716;112,386949081619;0;0;99,3403318153152;4;0;40,2822923451937;0;0;104,891693410425;0;84,007918146591;51,984526904352;168,147267644287
"63";46655;2;20;5;-0,4407;-0,2262;-0,721;-0,139;0,585;1,199;0,944;0,551;0,4679;2,472;3,018;-0,252;2,078;1,438;2,527;0,6994;1,818;1,136;2,68;2,849;2,854;2,027;0,7265;0,997;1,687;4,269;4,04;3,108;2,084;0,1948;-0,257;0,615;3,558;-0,186;1,419;3,23;330;256;0;0;2;46;0;0;16;126;2;2719;14;13;0;0;0;11;0;15;0;0;32;0;0;774;0;74,5818181818182;21,7157995023005;0;0;15;13,0010829496335;0;0;3,30091676295711;20,2420026181871;29;32,0333911432242;100,113869773699;49,7560635469126;0;0;0;94,6881305352376;0;43,3846188422497;0;0;61,6893948701638;0;0;154,851861478978;0
"64";47702;2;22;4;0,9043;-0,1752;-0,47;0,696;2,073;1,199;-0,109;-1,216;0,0828;0,85;0,757;0,228;1,469;0,995;3,249;1,1643;2,699;2,406;6,041;4,237;2,854;1,132;0,1914;1,583;2,251;3,62;1,902;0,283;2,084;-0,1387;-0,257;1,121;0,753;1,606;1,184;2,094;350;412;0;0;28;60;1;8;3;53;0;1550;2;16;17;0;0;1;0;0;0;0;180;0;4;163;0;92,6542857142857;4,44865365604708;0;0;101,221710872098;24,4473075221791;2;0;2,96100012857066;9,01151478330407;0;32,3728070818458;0;21,1960031815455;8,48335319881293;0;0;52;0;0;0;0;58,7137491811143;0;0;74,0352095081548;0
"65";47704;2;22;4;0,2701;-0,0901;-0,222;0,696;1,817;-1,316;1,36;0,786;-1,0883;-0,164;-2,374;-0,252;0,837;-2,496;0,225;-0,6093;0,815;1,136;1,644;-0,563;1,003;-0,186;0,2909;0,997;1,687;2,749;1,902;2,447;2,401;-0,5941;-1,87;0,379;1,667;0,277;-0,112;1,223;86;146;0;245;60;118;0;12;51;50;0;1018;20;30;8;0;0;2;2;0;0;0;290;0;25;444;0;43,0697674418605;5,39022901973128;0;89,4954188406001;282,269051391577;45,5271018622141;0;0;3,17485506410258;37,0450757245338;0;13,8636704842293;270,715220858853;49,3262204697541;0;0;0;8;0;0;0;0;62,0479148991043;0;15,6187507165862;24,9567038305495;0
"66";47878;2;22;5;0,5095;0,8866;1,236;1,981;1,817;1,623;2,59;1,494;0,5911;3,159;3,387;1,767;2,078;-0,59;2,527;0,6796;2,699;0,773;2,345;1,443;4,313;1,332;0,8695;2,541;1,687;2,082;3,586;3,108;4,54;0,3139;-0,257;1,683;1,997;2,859;0,516;2,487;149;128;0;88;164;331;0;60;42;67;0;1855;0;48;47;0;0;0;0;175;17;0;328;5;0;454;0;96,2147651006711;9,98520318036524;0;113,040281424038;208,023957065464;20,6405956906015;0;49,8730156967441;3,27385979898258;22,669698322636;0;16,6716137624761;0;52,8336814647393;16,4052796570617;0;0;0;0;24,5400428576377;24,7058823529412;0;68,1597069495997;35,3901109941444;0;59,9683266599242;0
"67";48097;1;28;4;0,8435;0,0697;-0,47;1,104;1,323;1,623;0,323;0,313;0,5429;1,37;-0,003;1,767;3,312;2,419;3,249;0,8693;5,329;-0,169;0,284;2,849;3,692;0,753;-0,5749;2,541;-0,732;-0,221;1,579;0,283;0,544;-0,7836;-1,156;0,379;0,753;0,523;-1,273;1,223;735;286;0;0;42;139;0;79;377;73;0;1941;24;140;37;0;0;17;17;22;19;0;557;0;22;10;0;85,6775510204082;24,4696757115695;0;0;77,9917065781846;24,0333246171496;0;80,1604321521018;5,78713224832733;11,3568041107671;0;20,4807457504362;72,3081081365959;84,9109168800848;17,6566728655667;0;0;40,2142857142857;36,9901643300902;36;15,3684210526316;0;54,208920279792;0;11,5154081759756;0;0
"68";48290;1;19;4;0,2423;0,5762;1,482;0,285;1,817;2,072;0,944;1,739;1,1019;1,633;3,387;2,329;2,673;5,27;3,249;1,5891;2,381;2,406;1,28;4,237;3,692;4,863;-0,2013;1,285;0,905;0,455;1,902;2,132;0,834;-1,245;-2,132;-0,466;-0,54;0,277;-0,892;0,785;82;659;129;0;107;138;0;15;141;170;1;6448;976;64;211;0;0;39;48;51;31;0;461;3;98;2341;0;1,5;13,257020042652;45,8559792107166;0;65,8516889481661;35,2664500298415;0;61,8333333333333;3,29281055106489;19,4629937643841;4;36,8905631828954;83,60818402573;47,8416756843448;12,1205207409774;0;0;33,6155687179092;116,348214460555;45,0954560790349;21,2593234801007;0;60,1098851519177;3;32,2619934197282;36,913943853008;0
"69";49459;2;19;4;0,9253;0,251;0,268;0,492;1,323;2,072;0,944;0,786;0,8248;1,11;1,826;1,767;3,312;1,666;4,827;-0,4254;-0,539;-0,965;-1,235;0,917;2,193;1,774;1,375;2,541;4,42;4,269;5,857;3,108;2,726;-0,9876;-0,032;0,862;-0,059;-0,186;-0,112;-0,538;116;39;0;13;23;24;0;90;2;27;1;1233;1;4;39;43;0;0;252;53;2;0;31;0;2;218;0;71,5603448275862;28,1588234791317;0;501,714285714286;165,720136389715;17,6720333207031;0;250,529054838484;6,23897722763765;6,82528375224158;929;63,4134051685169;108;231;19,317186365124;14,9842231226769;0;0;25,0603193160121;86,9263233542957;62,5;0;93,0779958973295;0;0;262,221798294035;0
"70";50708;2;26;4;-0,4214;-1,9955;-2,016;-2,025;-4,553;-2,421;0,11;0,071;-1,976;-0,401;-2,08;-0,969;-2,017;-3,249;-3,233;-1,0514;0,114;0,606;4,215;-2,745;-0,853;0,94;-0,6234;-1,05;-0,055;1,22;-0,685;1,175;2,726;-0,3104;-0,929;0,154;2,343;-1,435;2,202;2,487;79;188;0;0;15;146;0;12;10;71;0;860;7;10;5;0;0;7;0;0;91;0;300;0;24;8;0;8,10126582278481;6,46841078337903;0;0;39,3144140467476;21,9408815051033;0;5;10,1320173331175;22,1790071625128;0;8,82876059983736;2;42,391171053264;6;0;0;5,32667372239701;0;0;17,5488420088769;0;52,5808013282842;0;6,42857221014629;4;0
